text,dateNotBefore,dateNotAfter,avgDate,period
"Sei gegrüßt, Osiris-Vorderster-der-Westlichen, an diesem schönen Tag, an dem du erschienen bist;",-1759,-1630,-1695,New Kingdom
"(Aber) der, den sie schiffslos machen, kann keine Fähre/Überfahrt finden.",-1939,-1760,-1850,New Kingdom
Die Nägel ihrer Finger sollen nicht mit meinem Blut beschmiert werden.,-1818,-1630,-1724,New Kingdom
Der Oberste der Zuwendungen im Lebenshaus Seschemnefer.,-2487,-2421,-2454,Middle Kingdom
"Osiris Neith, nimm dir das Horusauge, das er herbeigebracht hat.",-2278,-2184,-2231,Middle Kingdom
"Sein Bruder, der Vornehme des Königs, Ickeri.",-2345,-2181,-2263,Middle Kingdom
Unter dem Strohwisch (= Beim Fegen).,-2345,-2181,-2263,Middle Kingdom
Dann muß man (sie) gründlich waschen.,-1580,-1539,-1560,Late Period
"Der Geruch des ""Kastens seines Kopfes"" ist wie (der Geruch) der $bkn$-Exkremente (Köttelchen?) von Kleinvieh.",-1580,-1539,-1560,Late Period
"(Du,) der den Räuber ergreifen und der retten sollte (?; oder: der den Beraubten bestohlen und der fortgenommen hat)! (Was) den hohen Beamten (angeht), die man eingesetzt hat, um dem Unheil entgegenzutreten: (nun) die hohen Beamten, die man eingesetzt hat, um das Unrecht abzuwehren, sind eine Zufluchtsstätte für den Aggressor (wörtl.: des Aggressors).",-1939,-1760,-1850,New Kingdom
"Die den Horus sieht, die Prinzessin Hetep-her-nebti.",-2686,-2613,-2650,Old Kingdom
"Besteige, Pepi, deinen Thron an der Spitze der Lebenden:",-2321,-2287,-2304,Middle Kingdom
für den das Abendopfer gemacht wird in Letopolis.,-1759,-1630,-1695,New Kingdom
"Es ist das Herz, das seinen Herrn in einen Zuhörenden/Gehorchenden oder in einen Nichthörenden/Ungehorsamen verwandelt.",-1939,-1760,-1850,New Kingdom
"Du sollst nach Pe gehen und du wirst finden, daß man dir dort (freundlich) begegnet.",-2321,-2287,-2304,Middle Kingdom
"Die Königstochter, der Schmuck des Königs, die Herrin der Ehrwürdigkeit beim großen Gott Nen-Sedjer-kai.",-2613,-2494,-2554,Middle Kingdom
"Es gibt keinen, der (jetzt noch) schläft, den du aufgeweckt hast.",-1939,-1760,-1850,New Kingdom
"Doch der, der dort (d.h. im Jenseits) ist, wird (wie) ein lebender Gott sein, wobei er dem das Unrecht verwehrt, der es zu tun pflegt (wörtl.: und zwar beim Zurückweisen des Unrechts gegen den, der es tut).",-1939,-1760,-1850,New Kingdom
"Thot, hol ihn, jenen $pḏ$.",-2278,-2184,-2231,Middle Kingdom
"Sein Sohn, der Vorlesepriester Meru.",-2345,-2181,-2263,Middle Kingdom
Würde ein Zögerlicher (oder: Nachlässiger) und (zugleich) Bittsteller am Eingang seines (eigenen) Hauses warten?,-1939,-1760,-1850,New Kingdom
"Gefolgsmann, Dedi, der Jüngere, gerechtfertigt.",-1759,-1630,-1695,New Kingdom
"Es wurde ihm Legitimation als Große Macht von Orion, dem Vater der Götter, verliehen.",-2375,-2345,-2360,Middle Kingdom
"Seine Tochter, die Herrin des Hauses, Bebi, die Bebi gebar.",-1759,-1630,-1695,New Kingdom
"Sein Sohn, sein Geliebter, der Gutsverwalter und einzige Freund (des Königs), Ibi.",-2345,-2181,-2263,Middle Kingdom
Die Wut spaltet den Zerstörer nicht (oder: Die Wut des Zerstörers zerbricht nicht).,-1939,-1760,-1850,New Kingdom
Hoch ist der Ombite an der Spitze der Kapellenreihe.,-2375,-2345,-2360,Middle Kingdom
"Zurück, ""Langhornrind"" (eine Schlange ?), das geschlachtet werden soll, an dessen Gehörn die Finger des (Erdgottes) Aker sind!",-2375,-2345,-2360,Middle Kingdom
Der Himmel empfängt dich zusammen mit Orion; die Unterwelt gebiert dich zusammen mit Orion.,-2321,-2287,-2304,Middle Kingdom
"Geb hat dir Horus geholt, damit er dir ihre Herzen zuweise.",-2321,-2287,-2304,Middle Kingdom
"Teti's Abscheu ist dies, er wird (es) nicht essen.",-2345,-2323,-2334,Middle Kingdom
(Es) werde zu einer Masse zerkleinert im Gärungsprodukt(?) der Dattel.,-1818,-1630,-1724,New Kingdom
"Es wurde das Vergangene der Wüste (wieder)gegeben, die Kleider den Beduinen.",-1939,-1760,-1850,New Kingdom
"(Glosse A:) Was (die Textstelle) ""ein(e) $bnw.t$-Geschwür/Geschwulst auf einer Schlagverletzung an seiner Brust"" angeht:
das bedeutet, dass es Sachen gibt, die aufgeschwollen sind und sich auf seiner Brust ausgebreitet haben infolge seines $jh$-Leidens,
wobei sie Eiter und rote Sachen auf seiner Brust gebildet haben.",-1580,-1539,-1560,Late Period
"(Es) werde ebenso alles, was aus diesen Früchten/Samen/Körnern entstanden ist (d.h. der gesiebte Abfall?), abgemessen.",-1580,-1539,-1560,Late Period
"für den ein Gemetzel angerichtet wurde in der großen Halle, die in Herwer ist,",-1689,-1688,-1689,New Kingdom
Das (Holz) Bearbeiten seitens des Zimmermanns als ein Stab.,-2345,-2181,-2263,Middle Kingdom
"Du hast das Auge des Re verschluckt, du hast das Auge des Baba verschlungen!",-1980,-1760,-1870,New Kingdom
"Ich werde mich (erst?) niederlassen, nachdem du matt geworden bist.",-1939,-1760,-1850,New Kingdom
"Sei froh/wisse: Was das Fleisch und die Knochen dieses Pepi angeht, das sind junge/die eines Kindes.",-2321,-2287,-2304,Middle Kingdom
"Da sprach die Majestät des Königs von Ober- und Unterägypten 𓍹Cheops𓍺, gerechtfertigt:",-1580,-1539,-1560,Late Period
"Möget ihr davon leben, mich zu sehen!",-1818,-1630,-1724,New Kingdom
Ein Jungtier der weißen Säbelantilope.,-2613,-2494,-2554,Middle Kingdom
"Sei gegrüßt, Horus, der Älteste, der seinen Vater schützt, in Frieden!",-1759,-1630,-1695,New Kingdom
"Der, der das Geschehene nachahmt, ist ein Weiser.",-1939,-1760,-1850,New Kingdom
Möge ihm der Westen seine beiden Arme geben.,-2008,-1957,-1983,New Kingdom
"Ich war ein Vorsteher von Millionen, Hunderttausenden, Zehntausenden, Tausenden, Hunderten und Zehnern von $bj.t$-Broten.",-1980,-1760,-1870,New Kingdom
"Osiris Unas, nimm für dich deinen Kopf in Empfang.",-2375,-2345,-2360,Middle Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, der auf seinem Berg ist, gibt:",-2345,-2181,-2263,Middle Kingdom
Man wird Dir den Opferbedarf ausrufen.,-1939,-1760,-1850,New Kingdom
Möge die Nacht dir gnädig sein.,-2278,-2184,-2231,Middle Kingdom
"Mögest du deinen Ka rufen wie Osiris, damit er dich vor jeglichem Zorn eines Toten bewahre.",-2375,-2345,-2360,Middle Kingdom
(Titel:) Erfahrungswissen über eine klaffende Wunde an seinem Kinn.,-1580,-1539,-1560,Late Period
Aber Maat ist für die Ewigkeit.,-1939,-1760,-1850,New Kingdom
"Die $mꜣṯ.t$-Baumgöttin hat ihre Arme dem Nemti-em-za-ef Merenre gereicht, die Türhüterin des Himmels.",-2287,-2278,-2283,Middle Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das die westliche Begräbnisstätte gibt:",-2494,-2181,-2338,Middle Kingdom
Man wird dir danken (wörtl.: Gott deinetwegen preisen) in der Stadt im Angesicht der Ratsversammlung des ganzen Landes.,-1939,-1760,-1850,New Kingdom
"Etwas vorzügliches, zahllose Male (erprobt) / millionenfach (angewendet).",-1580,-1539,-1560,Late Period
Sein Besitz ist die Atemluft für den (wörtl.: des) Hilfsbedürftigen.,-1939,-1760,-1850,New Kingdom
"Mein ist der Schrein, während meine Nahrung die Wahrheit ist.",-1818,-1630,-1724,New Kingdom
"Der Große der Zehn von Oberägypten, Sobekhotep, der Gerechtfertigte.
Seine Frau, die Herrin des Hauses, Wadjet, die Gerechtfertigte.",-1759,-1630,-1695,New Kingdom
"Ein neues Des-Gefäß ist es, weil du schön nach oben kommst.",-2345,-2287,-2316,Middle Kingdom
"Der ""Wanderer"", der die Herren niedermetzelt, ist es, der sie für Unas absticht und das, was in ihrem Leib ist, für ihn herausholt.",-2375,-2345,-2360,Middle Kingdom
"Unas ist der $ḏḥꜣ.j$ der Götter, der hinter dem Gut des Re ist, den die $nḥ.t$ der Götter geboren hat, die am Bug der Barke des Re ist.",-2375,-2345,-2360,Middle Kingdom
"Die Überschwemmungszeit kommt, der Ausfluss, der aus Osiris hervorgekommen ist, verteilt sich (?).",-2278,-2184,-2231,Middle Kingdom
"Er wurde ihretwegen verklärt, er wurde ihretwegen kühl, in den Armen seines Vaters, in den Armen Atums.",-2375,-2345,-2360,Middle Kingdom
Ein Mahl für Teti niederlegen/opfern.,-2345,-2323,-2334,Middle Kingdom
Ein Gehender/ Jemand ist mit seinem Ka gegangen.,-2278,-2184,-2231,Middle Kingdom
"Zerbrochen sind deine Zähne, träge das Gift derer, die gegen dich handeln könnten!",-1945,-1875,-1910,New Kingdom
"So wie die Beiden Ufer dem Horus nicht verwehrt werden dürfen, so darfst auch du nicht verhindern, dass Nemti-em-za-ef Merenre dorthin kommt, wo du bist.",-2287,-2278,-2283,Middle Kingdom
Darbringen der Speisen (für die) Untertanen,-2800,-2650,-2725,Old Kingdom
Der Knoten ist geknotet um mich herum durch Seth.,-1837,-1760,-1799,New Kingdom
"Seine Kinder - der Aktenschreiber des Königs Seschem-nefer, der Aktenschreiber des Königs Seschem-nefer, der Aktenschreiber des Königs Nefer-seschem-Ptah.",-2494,-2345,-2420,Middle Kingdom
"O Große Neunheit, die in Heliopolis ist!",-2278,-2184,-2231,Middle Kingdom
"Du sollst nach Nechen gehen und du wirst finden, daß man dir dort (freundlich) begegnet.",-2321,-2287,-2304,Middle Kingdom
"Der Wesir, Vorsteher der beiden Schmuckwerkstätten, Vorsteher der beiden Scheunen, Vorsteher der beiden Handwerkerstätten des Königsschmucks, Hüter des Geheimnisses des Richtens und Hüter des Geheimnisses des Königs, Nefer ist sein Hauptname.",-2345,-2181,-2263,Middle Kingdom
"Der Große Schwarze (10. u.äg. Gau): Ptah lobt das, was Teti tut (Domäne).",-2345,-2323,-2334,Middle Kingdom
"Der vollkommene Gott, 𓍹Sechemre Schedtaui𓍺, dem ewiglich Leben gegeben ist.",-1572,-1569,-1571,Late Period
"Osiris Unas, nimm dir den, der kommt, damit er sie ankündige.",-2375,-2345,-2360,Middle Kingdom
"Osiris, er empfängt die Freude.",-1759,-1630,-1695,New Kingdom
Nun lebten sie (wörtl.: standen sie auf und setzten sich) dementsprechend.,-1939,-1760,-1850,New Kingdom
Er wird nicht sterben und dieser Unas wird nicht sterben.,-2375,-2345,-2360,Middle Kingdom
Der Senior-Verwalter der Provinz (und) Großer der Zehn von Oberägypten Seschemnefer.,-2487,-2421,-2454,Middle Kingdom
Der Vorsteher des Leinenzeugs Imi.,-2494,-2181,-2338,Middle Kingdom
"Siehe, es ist hier an der (richtigen) Stelle.",-1980,-1760,-1870,New Kingdom
Tausend an Tjerep-Gänse für Kai-em-anch.,-2414,-2375,-2395,Middle Kingdom
"Die beiden Maat haben befohlen, daß die Throne des Geb ihm zufallen, auf daß er sich erhebe zu dem, was er wünscht.",-2375,-2345,-2360,Middle Kingdom
"Dein Sohn kommt zu dir, dieser Unas kommt zu dir.",-2375,-2345,-2360,Middle Kingdom
"Da begab sich Isis (erneut) vor sie, Nephthys hinter sie und Heqet beschleunigte die (nächste) Geburt.",-1580,-1539,-1560,Late Period
(und) du greifst (weiterhin) zu.,-1939,-1760,-1850,New Kingdom
Fasse (dich) nicht ins Gesicht (?)!,-1939,-1760,-1850,New Kingdom
"Ich war wohlauf, nichts war mir weggenommen.",-1939,-1760,-1850,New Kingdom
"Um dich herum, schau dir (es) an!",-2494,-2181,-2338,Middle Kingdom
"Wer verteilen sollte, ist einer, der raubt.",-1939,-1760,-1850,New Kingdom
Die Gründung des Kai-ni-niswt (Domäne).,-2494,-2345,-2420,Middle Kingdom
Da boten sie sie seiner Majestät dar.,-1939,-1760,-1850,New Kingdom
"Horus Adjib, Vereiniger von Ober- und Unterägypten",-2930,-2886,-2908,Old Kingdom
"Sei rechtschaffen (wörtl.: sei genau, was deine Zunge angeht), damit du nicht fehlgehst.",-1939,-1760,-1850,New Kingdom
"Tausend an Brot, tausend an Bier, tausend an Alabaster, tausend an Rind, tausend and Kleidung und Geflügel.",-2345,-2323,-2334,Middle Kingdom
Der Versorgte bei seinem Herrn und Vorsteher der Chentuschi am Palast Za-ib.,-2494,-2345,-2420,Middle Kingdom
"Isis und Nephthys haben für dich in Asyut geschützt - für ihren Herrn, der du bist, in deinem Namen 'Herr von Asyut', für ihren Gott, der du bist, in deinem Namen 'Gottes-Kanal', indem sie dich preisen, damit du dich nicht von ihnen entfernst in deinem Namen 'Großes Gesicht'.",-2278,-2184,-2231,Middle Kingdom
"(Es) werde veranlasst, dass er (es) trinkt.",-1818,-1630,-1724,New Kingdom
Der Senior-Verwalter der Provinz und Hüter des Geheimnisses der geheimen Entscheidungen des Gerichtshofes Ra-wer.,-2414,-2375,-2395,Middle Kingdom
"Nemti-em-za-ef Merenre ist sein Mund aufgetrennt worden, Nemti-em-za-ef Merenre ist seine Nase geöffnet worden, Nemti-em-za-ef Merenre sind seine Ohren geöffnet worden.",-2287,-2278,-2283,Middle Kingdom
"Sei gegrüßt, Osiris, Sohn der Nut, Herr der beiden Hörner, mit hoher Atef-Krone,",-1759,-1630,-1695,New Kingdom
König von Ober- und Unterägypten Ninetjer-nebti,-2780,-2706,-2743,Old Kingdom
Auch bin ich ein Gereinigter wegen des Stadtgottes und seines (Zauber)spruches .,-2321,-2287,-2304,Middle Kingdom
"Nimm dir den Ausfluß, der aus dir hervorgekommen ist.",-2278,-2184,-2231,Middle Kingdom
"der $wr$-Große im Senut-Heiligtum, der $ꜥꜣ$-Große in Achmim, der Koptitische, Horus mit krätigem Arm,",-1759,-1630,-1695,New Kingdom
"Er läßt mehr grünen als eine große Überschwemmung, (indem/nachdem) er die beiden Länder mit Siegeskraft und Leben (oder: Lebenskraft) erfüllt hat.",-1818,-1773,-1796,New Kingdom
"Es gibt keinen mit (jetzt noch) verschlossenem Mund, dem du (seinen Mund) geöffnet hast.",-1939,-1760,-1850,New Kingdom
"Der Vorsteher der Pyramidenstadt Horizont des Cheops, der Versorgte Tjetu",-2345,-2181,-2263,Middle Kingdom
"(Als) ich (vor Durst) am verdorren war (und) meine Kehle staubtrocken, meinte ich: das ist der Geschmack des Todes.",-1939,-1760,-1850,New Kingdom
Da wurde ich auf eine Insel gelegt von einer Welle des Meeres.,-1939,-1760,-1850,New Kingdom
Für den Ka des Geliebten.,-2494,-2345,-2420,Middle Kingdom
"Es ist ein Alleinstehender, den der Gott zum Erfolg bringt (wörtl.: entstehen läßt).",-1939,-1760,-1850,New Kingdom
"Pepi Neferkare ist Geb, der kluge Mund, der Iri-pat der Götter, den Atum an die Spitze der Neunheit gesetzt hat, mit dessen Rede die Götter zufrieden sind.",-2278,-2184,-2231,Middle Kingdom
Unas' Erscheinen geschieht am frühen Morgen.,-2375,-2345,-2360,Middle Kingdom
"(Wenn) ihre Offenbarung (?) anerkannt (wörtl.: gefunden) werden wird, (dann) wird sie zur Ehrwürdigkeit führen.",-1939,-1760,-1850,New Kingdom
"Dieses süße Horusauge, laß es zu dir zurückkehren.",-2278,-2184,-2231,Middle Kingdom
"Die Flamme ist ausgelöscht/ausgelöscht worden; keine Fackel kann(?) in dem Haus, wo der Ombite ist, gefunden werden.",-2375,-2345,-2360,Middle Kingdom
"Unas steht auf der östlichen Seite des Himmelsgewölbes, nachdem er die aufsteigende (Straße) zum Himmel benutzt/erreicht (?) hat(te).",-2375,-2345,-2360,Middle Kingdom
"Neith ist Osiris, der bei Anbruch der Nacht herausgeht.",-2278,-2184,-2231,Middle Kingdom
"Siehe, die 'Geierin' ist über ihren Sohn gefallen.",-2278,-2184,-2231,Middle Kingdom
"Er wird dir die zum Himmel gehörigen Götter bringen, nachdem er dir die zur Erde gehörigen Götter versammelt hat, damit sie ihre Hände unter dich legen und dir eine Leiter machen, damit du zum Himmel hinaufsteigst.",-2287,-2278,-2283,Middle Kingdom
"Dein Antlitz ist Chenti-irti, (du) Nicht-Untergehender.",-2375,-2345,-2360,Middle Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, der vor der Gotteshalle ist, Imiut und Herr der Nekropole an all seinen Plätzen, gibt:",-2345,-2181,-2263,Middle Kingdom
"Möge sie dir dein Herz kühlen in deinem Leib, im Haus deines Vaters Anubis.",-2278,-2184,-2231,Middle Kingdom
"Möge er ein Totenopfer geben (bestehend aus) Brot, Bier, Rindern und Geflügel für den Ka des Ältesten der Halle, Montu-nacht, den Gerechtfertigten, den die Herrin des Hauses Abet-ib geboren hat.",-1759,-1630,-1695,New Kingdom
"Ein Opfer, das der König und Osiris, der Herr von Busiris, Chontamenti, der Herr von Abydos, an allen seinen Plätzen geben.",-2008,-1957,-1983,New Kingdom
"Die Herrin des Hauses, Sa(t)wadjet, gerechtfertigt, die die Herrin des Hauses, Ine(t), gerechtfertigt, geboren hat.",-1939,-1760,-1850,New Kingdom
"Die den Horus sieht, die Prinzessin Hetep-her-nebti.",-2686,-2613,-2650,Old Kingdom
"Er küßt die Rote Krone, (er) den der Gott warf/schuf (?).",-2375,-2345,-2360,Middle Kingdom
"(Denn) man weiß nicht, was geschehen kann oder was der Gott (d.h. der König?; oder ein allgemeiner Gott der Weisheitslehren) tut, wenn er eine Strafe erteilt.",-1939,-1760,-1850,New Kingdom
"Die Richter/Verhörenden stehlen, (wenn/weil) sie (d.h. die Norm) (etwas) wegnimmt.",-1939,-1760,-1850,New Kingdom
Gut des Ka (Domäne) des Senedjem-ib.,-2414,-2375,-2395,Middle Kingdom
Sein Herz ist kahl (?).,-1939,-1760,-1850,New Kingdom
"Osiris Unas, nimm dir Horus' weiße Zähne, die deinen Mund ausstatten sollen.",-2375,-2345,-2360,Middle Kingdom
"Möge mir ""Willkommen"" gesagt werden durch die Großen von Abydos.",-1837,-1819,-1828,New Kingdom
"Osiris Unas, siehe, das Horusauge ist dir in deinen Mund gelegt.",-2375,-2345,-2360,Middle Kingdom
(Es) fehlt an einer Vertrauensperson.,-1939,-1760,-1850,New Kingdom
"(Glosse B:) Was (die Textstelle) ""er geht, indem er mit seinem Fuß lahmt/humpelt/schlurft"" angeht:
er (der Arzt oder das Wundenbuch) sagt über seine Gangart(?): ""Sein Fuß ist träge/schwach (d.h. taub?).""",-1580,-1539,-1560,Late Period
Bestes Salböl des Koniferen-Öls für den Ka des Neferseschemre.,-2345,-2323,-2334,Middle Kingdom
"Möge er mit dem großen Gott bei der Überfahrt des Gottes nach Ra-peqer fahren, wenn die große Neschmet-Barke in ihren Fahrten sein wird bei den Festen der Nekropole.",-1878,-1843,-1861,New Kingdom
"Du erkennst, daß sie (ausreichend) durchgekocht werden,
weil das zugehörige Wasser verdampft und weil sie austrocknen,
so/bis daß (sie) wie trockener Abfall sind, ohne daß es Feuchtigkeit darin gibt.",-1580,-1539,-1560,Late Period
Der Aufseher der Chentuschi des Palastes Nefer-qed.,-2445,-2421,-2433,Middle Kingdom
Möge der Duft des Bratens in meine Nase eingehen.,-1707,-1688,-1698,New Kingdom
Das Bringen des Getreides (Domäne).,-2494,-2181,-2338,Middle Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, der auf seinem Berge ist, der Imiut, Herr der Nekropole, gibt:",-2494,-2181,-2338,Middle Kingdom
"(Glosse A:) Was (die Textstelle) ""eine $wnḫ$-Lockerung (d.h. einer Verrenkung, Verschiebung) an seinen beiden Schlüsselbeinen"" angeht:
Das bedeutet, dass die Köpfe/Spitzen seines Sichels (d.h. seines sichelförmigen Schlüsselbeinknochens) gelöst wurden.",-1580,-1539,-1560,Late Period
Die Väter und die Mütter werden zur Feindschaft provoziert (?) mit den Brüdern der Mutter.,-1939,-1760,-1850,New Kingdom
Er hat für seinen Ka in dir gehandelt.,-2287,-2278,-2283,Middle Kingdom
Dein Sohn Horus hat für dich gehandelt.,-2375,-2345,-2360,Middle Kingdom
"Nachdem (es) durch und durch trocken ist,
dann muß man (es) dreschen wie das Dreschen von Gerste (oder: so, wie Gerste gedroschen wird).",-1580,-1539,-1560,Late Period
"Samen/Körner der $špn$-Pflanze, (rote) $dšr$-Körner/Samen, Körner der $ns-š$-Pflanze/Mineral(?) (""Teichzunge""), Johannisbrotfrucht, Blätter der Sykomore:",-1580,-1539,-1560,Late Period
"Verhülle dein Gesicht nicht vor dem, den du kennengelernt hast!",-1939,-1760,-1850,New Kingdom
"Sein Wasser, seine Felder, seine Tamariske und seine Sandgebiete (?) reichten bis zu den westlichen Wüsten.",-1878,-1837,-1858,New Kingdom
Der Senior-Vorsteher der Schreiber und Priester der Maat Ra-wer.,-2414,-2375,-2395,Middle Kingdom
"Sie möge wandeln auf den schönen Wegen, auf denen die Ehrwürdigen beim Herren der Nekropole wandeln, die Verwalterin des Königsvermögens und Priesterin der Hathor Chenti.",-2414,-2375,-2395,Middle Kingdom
